"","Date","Color","Breed","Sex","State","Name","DateCreated","Year","Month","Day","Wday"
"2048",2014-04-09,"White","Chihuahua","F/S","Lost","Wink",2014-04-09,"2014","4",9,"Wed"
"2049",2014-04-09,"Brown","Catahoula Dog","F","Matched","Stella",2014-04-09,"2014","4",9,"Wed"
"2050",2014-04-09,"Black","Germ. Shepherd","M","Lost","Max",2014-04-09,"2014","4",9,"Wed"
"2051",2014-04-09,"White","","M","Lost","No Name",2014-04-09,"2014","4",9,"Wed"
"2052",2014-04-10,"Black","Blue Heeler","M","Lost","Buffy",2014-04-10,"2014","4",10,"Thurs"
"2053",2014-04-10,"Black","Germ. Shepherd","M","Lost","Tyson Or Hansen?",2014-04-10,"2014","4",10,"Thurs"
"2054",2014-04-10,"White","Tabby Main Coon","","Lost","No Name",2014-04-10,"2014","4",10,"Thurs"
"2055",2014-04-11,"Apricot","Tabby Cat","M","Lost","Myles",2014-04-11,"2014","4",11,"Fri"
"2056",2014-04-11,"Cream","Chihuahua","F/S","Lost","Tiny",2014-04-11,"2014","4",11,"Fri"
"2057",2014-04-12,"Brown","Heeler","F/S","Lost","Trout",2014-04-12,"2014","4",12,"Sat"
"2058",2014-04-13,"White","Chihuahua","M","Lost","Smudge",2014-04-13,"2014","4",13,"Sun"
"2059",2014-04-13,"","Muted Calico","F","Lost","Nora",2014-04-13,"2014","4",13,"Sun"
"2060",2014-04-13,"Grey","Maincoon.","M","Lost","Max",2014-04-13,"2014","4",13,"Sun"
"2061",2014-04-14,"Brown","Border Terrier","F","Matched","Shoushou",2014-04-14,"2014","4",14,"Mon"
"2062",2014-04-14,"Black","Dsh","M/N","Lost","No Name",2014-04-14,"2014","4",14,"Mon"
"2063",2014-04-14,"Black","Pit X","M","Matched","Marley",2014-04-14,"2014","4",14,"Mon"
"2064",2014-04-14,"Cream","Greyhound","M","Matched","Captain",2014-04-14,"2014","4",14,"Mon"
"2065",2014-04-15,"Brown","Shepherd X","M","Matched","Kinsee",2014-04-15,"2014","4",15,"Tues"
"2066",2014-04-15,"Black","Rottie X","M/N","Matched","Tommy (aka Oscar)",2014-04-15,"2014","4",15,"Tues"
"2067",2014-04-16,"Black","Border Collie","F","Matched","Starr",2014-04-16,"2014","4",16,"Wed"
"2068",2014-04-16,"Brown","Chihuahua","F/S","Lost","Lucia",2014-04-16,"2014","4",16,"Wed"
"2069",2014-04-17,"Black","Chihuahua","M","Lost","Kashi",2014-04-17,"2014","4",17,"Thurs"
"2070",2014-04-17,"Black","Aust. Shepherd","F","Lost","Bali",2014-04-17,"2014","4",17,"Thurs"
"2071",2014-04-17,"Red","Chihuahua","M","Lost","No Name",2014-04-17,"2014","4",17,"Thurs"
"2072",2014-04-19,"Black","Pit Bull","M","Matched","Newman Neville Or Devil",2014-04-19,"2014","4",19,"Sat"
"2073",2014-04-19,"Tan","Yorkie X","M","Lost","Kobe",2014-04-19,"2014","4",19,"Sat"
"2074",2014-04-20,"Tan","Chihuahua","F","Lost","Lucia",2014-04-20,"2014","4",20,"Sun"
"2075",2014-04-20,"Cream","Shih Tzu","M","Lost","Maisi",2014-04-20,"2014","4",20,"Sun"
"2076",2014-04-20,"Yellow","Labrador","F/S","Matched","Sydney",2014-04-20,"2014","4",20,"Sun"
"2077",2014-04-22,"",".Unknown Breed Mix","M/N","Lost","No Name",2014-04-22,"2014","4",22,"Tues"
"2078",2014-04-22,"White","Cocker Spaniel","X","Matched","Jojo",2014-04-22,"2014","4",22,"Tues"
"2079",2014-04-22,"Black","Germ. Shepherd","M/N","Lost","Bing Lee",2014-04-23,"2014","4",22,"Tues"
"2080",2014-04-23,"White","Miniature Poodle","M/N","Lost","Buddy",2014-04-23,"2014","4",23,"Wed"
"2081",2014-04-23,"Black","Shih Tzu","M","Lost","Lancelot",2014-04-23,"2014","4",23,"Wed"
"2082",2014-04-23,"Black","Shepherd X","F","Lost","Seeker",2014-04-23,"2014","4",23,"Wed"
"2083",2014-04-24,"Cream","Cocker Spaniel","M/N","Lost","Chilly Bear",2014-04-24,"2014","4",24,"Thurs"
"2084",2014-04-24,"Black",".Unknown Breed Mix","F/S","Lost","Not Given",2014-04-24,"2014","4",24,"Thurs"
"2085",2014-04-25,"Black","Germ. Shepherd","M/N","Lost","Avery",2014-04-25,"2014","4",25,"Fri"
"2086",2014-04-25,"Golden","Goldendoodle","M","Lost","Sam",2014-04-25,"2014","4",25,"Fri"
"2087",2014-04-25,"Brown","Chihuahua","M","Lost","Jojo",2014-04-26,"2014","4",25,"Fri"
"2088",2014-04-26,"Brown","Abyssinian","F","Lost","No Name",2014-04-26,"2014","4",26,"Sat"
"2089",2014-04-27,"White","Jack Russell Terrier","F","Matched","Jacquiy",2014-04-27,"2014","4",27,"Sun"
"2090",2014-04-27,"Black","Shih Tzu","F","Lost","Flower Pot",2014-04-27,"2014","4",27,"Sun"
"2091",2014-04-27,"Brown","Boston Terrier","F","Lost","No Name",2014-04-27,"2014","4",27,"Sun"
"2092",2014-04-28,"Brown","Germ. S/haired Pointer","F","Matched","Winnie",2014-04-28,"2014","4",28,"Mon"
"2093",2014-04-29,"Cream","Siamese","M","Lost","Sparkles",2014-04-29,"2014","4",29,"Tues"
"2094",2014-04-29,"White","Dmh","M/N","Lost","Gazoo",2014-04-29,"2014","4",29,"Tues"
"2095",2014-04-29,"Black","Collie","F/S","Lost","Cassidy",2014-04-29,"2014","4",29,"Tues"
"2096",2014-04-30,"Black","Bullmastiff","M","Lost","Rosco",2014-04-30,"2014","4",30,"Wed"
"2097",2014-05-01,"Brown","Lab X","F/S","Matched","Trout",2014-05-01,"2014","5",1,"Thurs"
"2098",2014-05-01,"Grey","Long Hair","M","Lost","Timmy",2014-05-01,"2014","5",1,"Thurs"
"2099",2014-05-01,"Black","Toy Poodle","M","Lost","Oliver",2014-05-01,"2014","5",1,"Thurs"
"2100",2014-05-01,"Cream","Bermese","M","Matched","Baby Blue",2014-05-01,"2014","5",1,"Thurs"
"2101",2014-04-18,"Black","Dsh","F/S","Lost","Miso",2014-05-01,"2014","4",18,"Fri"
"2102",2014-05-02,"Grey","Tabby","M","Lost","Simon",2014-05-02,"2014","5",2,"Fri"
"2103",2014-05-02,"White","Poodle X","F","Matched","Sadie",2014-05-02,"2014","5",2,"Fri"
"2104",2014-05-02,"Black","Germ. W/haired Pointer","F","Matched","Salty",2014-05-02,"2014","5",2,"Fri"
"2105",2014-05-03,"Golden","Persian","M","Lost","Persy",2014-05-03,"2014","5",3,"Sat"
"2106",2014-05-04,"White","Pit X","F","Matched","Ginger",2014-05-04,"2014","5",4,"Sun"
"2107",2014-05-04,"Black",".Unknown Breed Mix","F","Lost","Chill",2014-05-04,"2014","5",4,"Sun"
"2108",2014-05-04,"Black","Terrier","M","Lost","Blacky",2014-05-04,"2014","5",4,"Sun"
"2109",2014-05-05,"Black","Germ. Shepherd","M","Lost","Bailey",2014-05-05,"2014","5",5,"Mon"
"2110",2014-05-05,"Cream","Whippet","F","Matched","Sierra",2014-05-05,"2014","5",5,"Mon"
"2111",2014-05-06,"Grey",".Unknown Breed Mix","F","Lost","Lola",2014-05-06,"2014","5",6,"Tues"
"2112",2014-05-06,"Orange",".Unknown Breed Mix","M","Lost","No Name",2014-05-06,"2014","5",6,"Tues"
"2113",2014-05-06,"Black","Shih Tzu","F/S","Lost","Cookie",2014-05-06,"2014","5",6,"Tues"
"2114",2014-05-07,"White","Jack Russell Terrier","F","Lost","Stitch",2014-05-07,"2014","5",7,"Wed"
"2115",2014-05-07,"Black","Lab X","","Lost","No Name",2014-05-07,"2014","5",7,"Wed"
"2116",2014-05-08,"Black","","M","Lost","Louie",2014-05-08,"2014","5",8,"Thurs"
"2117",2014-05-08,"Brown","Tabby","M","Lost","Copper",2014-05-08,"2014","5",8,"Thurs"
"2118",2014-05-08,"White","Pit Bull","M","Lost","Dic",2014-05-08,"2014","5",8,"Thurs"
"2119",2014-05-08,"Golden",".Unknown Breed Mix","","Matched","Buttercup",2014-05-08,"2014","5",8,"Thurs"
"2120",2014-05-08,"Black","Shih Tzu","F","Lost","Brittney",2014-05-08,"2014","5",8,"Thurs"
"2121",2014-05-08,"Grey","Weimaraner","M","Lost","Nova",2014-05-08,"2014","5",8,"Thurs"
"2122",2014-05-09,"White","Pit Bull","M","Lost","Dick",2014-05-09,"2014","5",9,"Fri"
"2123",2014-05-10,"Black","Dsh","F","Lost","Kat",2014-05-10,"2014","5",10,"Sat"
"2124",2014-05-11,"White","","F","Lost","Tofu",2014-05-11,"2014","5",11,"Sun"
"2125",2014-05-11,"White","Aust. Shepherd","M","Matched","No Name",2014-05-11,"2014","5",11,"Sun"
"2126",2014-05-11,"Black","Yorkshire Terrier","M","Lost","Buddy",2014-05-11,"2014","5",11,"Sun"
"2127",2014-05-11,"Black","Germ. Shepherd","F","Matched","Seeker",2014-05-11,"2014","5",11,"Sun"
"2128",2014-05-12,"Brown","Husky","M","Matched","Teddy",2014-05-12,"2014","5",12,"Mon"
"2129",2014-05-12,"Yellow","","M/N","Lost","No Name",2014-05-12,"2014","5",12,"Mon"
"2130",2014-04-25,"Black","Chihuahua","F","Lost","Ruby",2014-05-12,"2014","4",25,"Fri"
"2131",2014-05-12,"White","Chihuahua","F","Matched","Macy",2014-05-12,"2014","5",12,"Mon"
"2132",2014-05-13,"Orange Tabby","","M","Lost","Chibi",2014-05-13,"2014","5",13,"Tues"
"2133",2014-05-13,"Red","Pomeranian","F","Lost","Sugar",2014-05-13,"2014","5",13,"Tues"
"2134",2014-05-13,"Black","Boxer","F/S","Lost","Maggie",2014-05-13,"2014","5",13,"Tues"
"2135",2014-05-14,"White","Maltese","M","Lost","No Name",2014-05-14,"2014","5",14,"Wed"
"2136",2014-05-14,"White","Cocker Spaniel","F","Lost","Nova",2014-05-14,"2014","5",14,"Wed"
"2137",2014-05-14,"Grey","Tabby","F/S","Lost","Luvie",2014-05-14,"2014","5",14,"Wed"
"2138",2014-05-15,"Black","Yorkie X","F","Lost","Peanut",2014-05-15,"2014","5",15,"Thurs"
"2139",2014-05-15,"Grey","Miniature Poodle","M/N","Lost","Toto",2014-05-15,"2014","5",15,"Thurs"
"2140",2014-05-16,"Black","Chihuahua","F","Lost","Ducky",2014-05-16,"2014","5",16,"Fri"
"2141",2014-05-16,"White","Pomeranian","F","Matched","Yuna",2014-05-16,"2014","5",16,"Fri"
"2142",2014-05-16,"Black","Dsh","M","Lost","Capone",2014-05-16,"2014","5",16,"Fri"
"2143",2014-05-17,"White","Bichon Frise","M","Lost","Chewy",2014-05-17,"2014","5",17,"Sat"
"2144",2014-05-17,"White","Toy Poodle","F","Lost","Bobo",2014-05-17,"2014","5",17,"Sat"
"2145",2014-05-18,"Brown","Chihuahua","F","Lost","Chichi",2014-05-18,"2014","5",18,"Sun"
"2146",2014-05-18,"White","Hound","F","Lost","Luna",2014-05-18,"2014","5",18,"Sun"
"2147",2014-05-19,"Rust","Vizsla","M","Lost","Trigger",2014-05-19,"2014","5",19,"Mon"
"2148",2014-05-20,"Brown","Yorkshire Terrier","M","Lost","Cashmere",2014-05-20,"2014","5",20,"Tues"
"2149",2014-05-20,"Black","Dmh","F/S","Lost","Millie",2014-05-20,"2014","5",20,"Tues"
"2150",2014-05-20,"White","Beagle","M","Lost","Maxie",2014-05-20,"2014","5",20,"Tues"
"2151",2014-05-20,"Grey","Cat","M/N","Lost","Oliver",2014-05-20,"2014","5",20,"Tues"
"2152",2014-05-20,"White","Cat","F","Lost","Vinegar",2014-05-20,"2014","5",20,"Tues"
"2153",2014-05-18,"Brown","Tabby","F/S","Lost","Ginger",2014-05-20,"2014","5",18,"Sun"
"2154",2014-05-20,"Brown","Beagle","M","Lost","Henry",2014-05-20,"2014","5",20,"Tues"
"2155",2014-05-20,"Not Given","Not Given","F","Matched","Not Given",2014-05-20,"2014","5",20,"Tues"
"2156",2014-05-20,"White","Akita","","Matched","Akeelah Or Pazoo",2014-05-20,"2014","5",20,"Tues"
"2157",2014-05-21,"Black","Cat","M","Lost","Elais",2014-05-21,"2014","5",21,"Wed"
"2158",2014-05-21,"Fawn","Pug","M","Lost","Bogart",2014-05-21,"2014","5",21,"Wed"
"2159",2014-05-22,"White","Corgi","M","Lost","Lyrus",2014-05-22,"2014","5",22,"Thurs"
"2160",2014-05-22,"White","Chihuahua","M","Matched","Smudge",2014-05-22,"2014","5",22,"Thurs"
"2161",2014-05-23,"Brown","Cat","M","Lost","Ivan",2014-05-23,"2014","5",23,"Fri"
"2162",2014-05-24,"Tan","Pit X","X","Lost","No Name",2014-05-24,"2014","5",24,"Sat"
"2163",2014-05-24,"Tan","Yorkshire Terrier","F","Matched","Pebbles",2014-05-24,"2014","5",24,"Sat"
"2164",2014-05-26,"Brown","Tabby","M","Lost","Teddy",2014-05-26,"2014","5",26,"Mon"
"2165",2014-05-26,"Black",".Unknown Breed Mix","M","Matched","Spike",2014-05-26,"2014","5",26,"Mon"
"2166",2014-05-26,"Black","Lab X","M","Lost","Dhillion",2014-05-26,"2014","5",26,"Mon"
"2167",2014-05-28,"Red","Staffordshire Bull Terrier","F","Lost","Taya",2014-05-28,"2014","5",28,"Wed"
"2168",2014-05-30,"","Dsh Cat","F","Lost","Ruckie",2014-05-30,"2014","5",30,"Fri"
"2169",2014-05-30,"Black","Dsh Cat","M","Lost","No Name",2014-05-30,"2014","5",30,"Fri"
"2170",2014-05-30,"White","Chihuahua","F","Lost","Missy",2014-05-30,"2014","5",30,"Fri"
"2171",2014-05-30,"Brown","Chihuahua","M","Lost","Rocko",2014-05-30,"2014","5",30,"Fri"
"2172",2014-05-30,"Black","Shepherd","M","Matched","Raven",2014-05-30,"2014","5",30,"Fri"
"2173",2014-05-30,"Black","Doberman Pinscher","","Lost","Duke",2014-05-30,"2014","5",30,"Fri"
"2174",2014-05-30,"Brown","Miniature Pinscher","M","Lost","Milo",2014-05-30,"2014","5",30,"Fri"
"2175",2014-05-31,"Brown","Miniature Pinscher","M","Lost","Milo",2014-05-31,"2014","5",31,"Sat"
"2176",2014-05-31,"Black","Cocker Spaniel","F","Matched","Lexi",2014-05-31,"2014","5",31,"Sat"
"2177",2014-05-31,"Black","Germ. Shepherd","M","Lost","Max",2014-05-31,"2014","5",31,"Sat"
"2178",2014-05-31,"Red","Vizsla","M","Lost","Wesley",2014-05-31,"2014","5",31,"Sat"
"2179",2014-05-31,"Brown","Shiba Inu","M","Lost","Natsuo",2014-05-31,"2014","5",31,"Sat"
"2180",2014-06-01,"Grey","Shih Tzu","M","Matched","Bacon",2014-06-01,"2014","6",1,"Sun"
"2181",2014-06-01,"Black","Cat","M","Lost","Little Man",2014-06-01,"2014","6",1,"Sun"
"2182",2014-06-03,"White",".Unknown Breed Mix","","Lost","No Name",2014-06-02,"2014","6",3,"Tues"
"2183",2014-06-02,"Black","Border Collie","M","Matched","Dougal",2014-06-02,"2014","6",2,"Mon"
"2184",2014-06-02,"White","French Bulldog","F","Matched","Kitty",2014-06-02,"2014","6",2,"Mon"
"2185",2014-06-02,"Brown","Tabby","M","Lost","Max",2014-06-02,"2014","6",2,"Mon"
"2186",2014-06-02,"Brown","Pit X","M","Matched","Titanium",2014-06-03,"2014","6",2,"Mon"
"2187",2014-06-03,"White","Chihuahua","M","Matched","Lucky",2014-06-03,"2014","6",3,"Tues"
"2188",2014-06-02,"Browny Blacky With Light Stria","Ball Python","X","Matched","Snakey",2014-06-04,"2014","6",2,"Mon"
"2189",2014-06-04,"Red","Lab X","M","Lost","Jones",2014-06-04,"2014","6",4,"Wed"
"2190",2014-06-05,"Brown","Ferret","M","Matched","Quasi",2014-06-05,"2014","6",5,"Thurs"
"2191",2014-06-05,"Black","Terrier","M","Lost","Elvis",2014-06-05,"2014","6",5,"Thurs"
"2192",2014-06-06,"Black","Rottweiler","F","Lost","Legend",2014-06-06,"2014","6",6,"Fri"
"2193",2014-06-06,"Orange","Naine Coon","X","Lost","No Name",2014-06-06,"2014","6",6,"Fri"
"2194",2014-06-06,"Peach Face","Lovebird","F","Lost","No Name",2014-06-06,"2014","6",6,"Fri"
"2195",2014-06-07,"Grey","Tabby","M","Lost","Kasey",2014-06-07,"2014","6",7,"Sat"
"2196",2014-06-07,"Black","Dsh Cat","M","Lost","Charlie",2014-06-07,"2014","6",7,"Sat"
"2197",2014-06-07,"White","Dsh","M","Lost","Charlie",2014-06-07,"2014","6",7,"Sat"
"2198",2014-06-07,"White","Pit Bull","M/N","Matched","Scrappy",2014-06-07,"2014","6",7,"Sat"
"2199",2014-06-08,"Black","Pit Bull","M","Matched","Duke",2014-06-08,"2014","6",8,"Sun"
"2200",2014-06-08,"","Lovebird","X","Lost","Jerk",2014-06-08,"2014","6",8,"Sun"
"2201",2014-06-08,"Brown","Shepherd","M","Lost","Benji",2014-06-08,"2014","6",8,"Sun"
"2202",2014-06-09,"Black","","X","Matched","No Name",2014-06-09,"2014","6",9,"Mon"
"2203",2014-06-09,"Black","Tuxedo","F","Lost","No Name",2014-06-09,"2014","6",9,"Mon"
"2204",2014-06-09,"Black","Amer. Staffordshire","","Lost","Rossi",2014-06-09,"2014","6",9,"Mon"
"2205",2014-06-10,"Orange","Ginger Tabby","","Lost","Toto",2014-06-10,"2014","6",10,"Tues"
"2206",2014-06-10,"Black","Husky X","F/S","Lost","Eclipse",2014-06-11,"2014","6",10,"Tues"
"2207",2014-06-11,"White","Bichon Frise","M/N","Matched","Whiskey",2014-06-11,"2014","6",11,"Wed"
"2208",2014-06-11,"","Tuxedo Black And White","F/S","Lost","No Name",2014-06-11,"2014","6",11,"Wed"
"2209",2014-06-11,"Brown","Pomeranian","M","Matched","Dodo",2014-06-11,"2014","6",11,"Wed"
"2210",2014-06-11,"","Bengal Part Tabby","F","Lost","Nala",2014-06-11,"2014","6",11,"Wed"
"2211",2014-06-11,"Black","Yorkie X","M","Matched","Super",2014-06-11,"2014","6",11,"Wed"
"2212",2014-06-12,"Black","Chihuahua","F","Matched","Ginger",2014-06-12,"2014","6",12,"Thurs"
"2213",2014-06-12,"Brown","Shih Tzu","M","Lost","Toby",2014-06-12,"2014","6",12,"Thurs"
"2214",2014-06-12,"Grey","","M","Lost","Gabriel",2014-06-12,"2014","6",12,"Thurs"
"2215",2014-06-14,"Black","Germ. Shepherd","M/N","Matched","Cosmo",2014-06-14,"2014","6",14,"Sat"
"2216",2014-06-14,"Black","Chihuahua","M","Lost","Jaxon",2014-06-14,"2014","6",14,"Sat"
"2217",2014-06-15,"Black","Chihuahua","F","Matched","Smoochie",2014-06-15,"2014","6",15,"Sun"
"2218",2014-06-15,"Black","Yorkie X","M","Lost","Carter",2014-06-15,"2014","6",15,"Sun"
"2219",2014-06-15,"Grey","Dlh","F/S","Lost","Lacey",2014-06-15,"2014","6",15,"Sun"
"2220",2014-06-16,"Brown","Labrador","M","Lost","Charlie",2014-06-16,"2014","6",16,"Mon"
"2221",2014-06-16,"Brindle With White Face Tummy","Staffordshire Bull Terrier","F","Lost","Harriet",2014-06-16,"2014","6",16,"Mon"
"2222",2014-06-17,"Black","","F","Lost","Motor",2014-06-17,"2014","6",17,"Tues"
"2223",2014-06-17,"Black","Spaniel X","F/S","Matched","Sophie",2014-06-17,"2014","6",17,"Tues"
"2224",2014-06-18,"White","Red Heeler","M/N","Lost","Lyrus",2014-06-18,"2014","6",18,"Wed"
"2225",2014-06-18,"Black","Labrador","M","Matched","Charlie",2014-06-18,"2014","6",18,"Wed"
"2226",2014-06-20,"Black","Boston Terrier","F/S","Matched","Ruby",2014-06-20,"2014","6",20,"Fri"
"2227",2014-06-21,"Brown","Labrador","M","Lost","Beamer",2014-06-21,"2014","6",21,"Sat"
"2228",2014-06-21,"White","Lab X","F","Lost","Kai",2014-06-21,"2014","6",21,"Sat"
"2229",2014-06-21,"Brown","Bullmastiff","F","Matched","Mable",2014-06-22,"2014","6",21,"Sat"
"2230",2014-06-22,"Tan","Pit Bull","M","Lost","Geno",2014-06-22,"2014","6",22,"Sun"
"2231",2014-06-23,"White","Maltese","M","Matched","Beebee",2014-06-23,"2014","6",23,"Mon"
"2232",2014-06-23,"Grey","Dsh","M","Lost","William",2014-06-23,"2014","6",23,"Mon"
"2233",2014-06-24,"White","Papillon","M","Matched","Kodi",2014-06-24,"2014","6",24,"Tues"
"2234",2014-06-24,"Grey","American Curl","M","Lost","Jackson",2014-06-24,"2014","6",24,"Tues"
"2235",2014-06-25,"Grey","","F","Lost","Lala",2014-06-25,"2014","6",25,"Wed"
"2236",2014-06-25,"Red","Shiba Inu","M","Lost","Sky",2014-06-25,"2014","6",25,"Wed"
"2237",2014-06-26,"Green","Alexandrian","X","Lost","Sylvia",2014-06-26,"2014","6",26,"Thurs"
"2238",2014-06-25,"Black","","F/S","Lost","Sparkle",2014-06-26,"2014","6",25,"Wed"
"2239",2014-06-26,"Black","Germ. Shepherd","","Matched","Ruby",2014-06-26,"2014","6",26,"Thurs"
"2240",2014-06-27,"Golden","Golden Retriever","M/N","Matched","Sparky",2014-06-27,"2014","6",27,"Fri"
"2241",2014-06-27,"Black","Schnauzer","F","Matched","Lily",2014-06-27,"2014","6",27,"Fri"
"2242",2014-06-26,"Brown","","F/S","Lost","Poppy",2014-06-27,"2014","6",26,"Thurs"
"2243",2014-06-27,"Tan","Lab X","M","Lost","Luc",2014-06-27,"2014","6",27,"Fri"
"2244",2014-06-27,"White","Jack Russell Terrier","F","Lost","Oglie",2014-06-27,"2014","6",27,"Fri"
"2245",2014-06-25,"Black","","F/S","Lost","Abby (abigail)",2014-06-28,"2014","6",25,"Wed"
"2246",2014-06-26,"Red","Chihuahua","M/N","Matched","Charlie",2014-06-28,"2014","6",26,"Thurs"
"2247",2014-06-29,"White","Labradoodle","","Lost","Bilu",2014-06-29,"2014","6",29,"Sun"
"2248",2014-06-30,"Silver","Labrador","F","Matched","Bella",2014-06-30,"2014","6",30,"Mon"
"2249",2014-06-30,"Grey","Grey Tabby","M","Lost","Sax",2014-06-30,"2014","6",30,"Mon"
"2250",2014-06-30,"Tan","Pit Bull","M","Lost","Louie",2014-06-30,"2014","6",30,"Mon"
"2251",2014-07-01,"White","Lhasa Apso","M","Matched","Teddy",2014-07-01,"2014","7",1,"Tues"
"2252",2014-07-01,"Grey","Cat","M","Lost","Mumu",2014-07-01,"2014","7",1,"Tues"
"2253",2014-07-01,"Black","Havanese","F","Matched","Terra",2014-07-01,"2014","7",1,"Tues"
"2254",2014-06-28,"Grey","Dsh Manx","F","Lost","Mimi",2014-07-01,"2014","6",28,"Sat"
"2255",2014-07-01,"White","Hound","F","Matched","Luna",2014-07-01,"2014","7",1,"Tues"
"2256",2014-07-01,"Tan","Shih Tzu","F","Matched","Nana",2014-07-01,"2014","7",1,"Tues"
"2257",2014-07-02,"Calico","Dsh","F/S","Lost","Catty",2014-07-02,"2014","7",2,"Wed"
"2258",2014-07-02,"Apricot","Old English Sheepdog","F/S","Matched","Priscilla",2014-07-02,"2014","7",2,"Wed"
"2259",2014-07-02,"Brown","Poodle X","M","Matched","Brownie Or Bruno",2014-07-02,"2014","7",2,"Wed"
"2260",2014-07-03,"Grey","Blue Heeler","M","Lost","Taz",2014-07-03,"2014","7",3,"Thurs"
"2261",2014-07-03,"White","Samoyed","F","Matched","Lily",2014-07-03,"2014","7",3,"Thurs"
"2262",2014-07-02,"White","Chihuahua","M","Lost","Rocky",2014-07-03,"2014","7",2,"Wed"
"2263",2014-07-03,"White","Samoyed","F/S","Matched","Lily",2014-07-03,"2014","7",3,"Thurs"
"2264",2014-07-03,"Tan","Chow","F/S","Lost","Little Red",2014-07-03,"2014","7",3,"Thurs"
"2265",2014-07-03,"Brindle & White","Pit Bull","F","Lost","Keisha",2014-07-03,"2014","7",3,"Thurs"
"2266",2014-07-05,"Brown","Miniature Pinscher","M","Lost","Benito",2014-07-05,"2014","7",5,"Sat"
"2267",2014-07-05,"White","Bichon Frise","F","Matched","Spirit",2014-07-05,"2014","7",5,"Sat"
"2268",2014-07-05,"Grey","Tabby","F","Lost","Mitt",2014-07-05,"2014","7",5,"Sat"
"2269",2014-07-06,"Golden","Golden Retriever","M","Matched","Sparky",2014-07-06,"2014","7",6,"Sun"
"2270",2014-07-06,"Grey","Tabby/ragdoll","F","Lost","Whiskey",2014-07-06,"2014","7",6,"Sun"
"2271",2014-06-28,"Black","","M/N","Lost","No Name",2014-07-06,"2014","6",28,"Sat"
"2272",2014-07-06,"Grey","Tabby","M","Matched","Rocco",2014-07-06,"2014","7",6,"Sun"
"2273",2014-07-06,"Black","French Bulldog","M","Lost","Louie",2014-07-06,"2014","7",6,"Sun"
"2274",2014-07-07,"Black",".Unknown Breed Mix","","Lost","Mino",2014-07-07,"2014","7",7,"Mon"
"2275",2014-07-07,"Apricot","Dsh Tabby","M","Lost","Horasce",2014-07-07,"2014","7",7,"Mon"
"2276",2014-07-07,"Black","Mastiff","F","Matched","Princess",2014-07-07,"2014","7",7,"Mon"
"2277",2014-07-07,"White","Bichon Frise","M","Matched","Maverick",2014-07-07,"2014","7",7,"Mon"
"2278",2014-07-08,"White","Dsh","M/N","Lost","Max",2014-07-08,"2014","7",8,"Tues"
"2279",2014-07-09,"","Lhasa Apso","M","Matched","Benji",2014-07-09,"2014","7",9,"Wed"
"2280",2014-07-09,"White","Tabby, White, Orange, Black","M","Lost","Baby",2014-07-09,"2014","7",9,"Wed"
"2281",2014-07-09,"Orange Tabby",".Unknown Breed Mix","X","Lost","No Name",2014-07-09,"2014","7",9,"Wed"
"2282",2014-07-10,"Orange Tabby","Tabby","M","Lost","No Name",2014-07-10,"2014","7",10,"Thurs"
"2283",2014-07-10,"Orange Dsh","Dsh","M","Lost","Alf",2014-07-10,"2014","7",10,"Thurs"
"2284",2014-07-10,"Black","Dsh","F","Lost","Two Cheeks",2014-07-10,"2014","7",10,"Thurs"
"2285",2014-07-10,"White","Maltese","M","Matched","Max",2014-07-10,"2014","7",10,"Thurs"
"2286",2014-07-10,"Brown","Brown Grey Tabby","M/N","Lost","William",2014-07-10,"2014","7",10,"Thurs"
"2287",2014-07-11,"White","Mutt","F","Lost","Dan Dan",2014-07-11,"2014","7",11,"Fri"
"2288",2014-07-10,"Grey","Siamese","F/S","Lost","Pixie",2014-07-11,"2014","7",10,"Thurs"
"2289",2014-07-12,"Black","Chihuahua","M","Matched","Spikey",2014-07-12,"2014","7",12,"Sat"
"2290",2014-07-12,"Tan","Chihuahua","F","Matched","Precious",2014-07-12,"2014","7",12,"Sat"
"2291",2014-07-12,"Black","Jack Russell Terrier","M","Lost","Jasper",2014-07-12,"2014","7",12,"Sat"
"2292",2014-07-12,"White","Jack Russell Terrier","M","Lost","Jasper",2014-07-12,"2014","7",12,"Sat"
"2293",2014-07-13,"Black","Border Collie","F","Matched","Aspen",2014-07-13,"2014","7",13,"Sun"
"2294",2014-07-13,"","Black W Torn Left Ear","M","Lost","Nelly",2014-07-13,"2014","7",13,"Sun"
"2295",2014-07-13,"Black","Miniature Schnauzer","M","Lost","Nitro",2014-07-13,"2014","7",13,"Sun"
"2296",2014-07-14,"White",".Unknown Breed Mix","M","Lost","Charlie",2014-07-14,"2014","7",14,"Mon"
"2297",2014-07-14,"Brown","Boston Terrier","F/S","Lost","Nala",2014-07-14,"2014","7",14,"Mon"
"2298",2014-07-14,"Orange Black With White Boots","Tabby","F/S","Matched","Timbers",2014-07-14,"2014","7",14,"Mon"
"2299",2014-07-14,"Black","Germ. Shepherd","F/S","Matched","Sammy",2014-07-14,"2014","7",14,"Mon"
"2300",2014-07-15,"Brown","Aust. Shepherd","F","Matched","Poppy",2014-07-15,"2014","7",15,"Tues"
"2301",2014-07-15,"Orange","Cat","M","Lost","Rocky",2014-07-15,"2014","7",15,"Tues"
"2302",2014-07-15,"Cream","Pug","F/S","Lost","Marley",2014-07-15,"2014","7",15,"Tues"
